0.011294	7.34098414936048E-05
0.014219	6.33826512134586E-05
0.017901	5.56828335001782E-05
0.022536	4.97865724136546E-05
0.028371	4.52881136805093E-05
0.035717	4.18733078313354E-05
0.044965	3.9298856359927E-05
0.056607	3.73759392965771E-05
0.071264	3.5957691883124E-05
0.089717	3.49298918517605E-05
0.11294	3.42032313309196E-05
0.14219	3.37061130328471E-05
0.17901	3.33810524127387E-05
0.22536	3.31783997930397E-05
0.28371	3.30518796444239E-05
0.35717	3.29527644110922E-05
0.44965	3.28224348210482E-05
0.56608	3.25826307345337E-05
0.71264	3.21236928589787E-05
0.89717	3.12934765948298E-05
1.1294	2.98983622766974E-05
1.4219	2.77323955940974E-05
1.7901	2.46678767542864E-05
2.2536	2.0782512779701E-05
2.8371	1.64390980812714E-05
3.5717	1.2188739036098E-05
4.4965	8.5239313732205E-06
5.6607	5.68670645330887E-06
7.1265	3.66480269026248E-06
8.9717	2.30671228259804E-06
11.295	1.4296495674897E-06
14.219	8.77641056408325E-07
17.901	5.35490948270285E-07
22.536	3.25553960860953E-07
28.371	1.9748817667205E-07
35.717	1.19640671944962E-07
44.965	7.24225689160893E-08
56.607	4.38200333527997E-08
71.265	2.65049537519164E-08
89.716	1.60302148716016E-08
112.94	9.69506546386331E-09
142.19	5.86220462043363E-09
179.01	3.54516878109747E-09
225.36	2.14472818778437E-09
283.71	1.29888296273296E-09
357.17	7.89517634406781E-10
449.65	4.86886094144351E-10
566.08	3.20078003405215E-10
712.65	2.79442471686425E-10
897.16	5.4583968553345E-10
1129.4	2.58386656936167E-09
1421.9	2.01259028751389E-08
1790.1	9.08414343755957E-08
2253.6	8.47991253899342E-08
2837.1	5.86564061326467E-08
3571.7	3.89438506991055E-08
4496.5	2.5031620790982E-08
5660.8	1.56207026797821E-08
7126.5	9.49295876203703E-09
8971.7	5.63618494735775E-09
11294	3.27515520383984E-09
14219	1.87011352664053E-09
17901	1.05286150998125E-09
22536	5.86019800838912E-10
28371	3.23051004973743E-10
35717	1.76671780185194E-10
44965	9.5990853950158E-11
56608	5.18786614483366E-11
71264	2.79158756053481E-11
89716	1.49687993081193E-11
112940	8.00356772095688E-12
142190	4.27059603100538E-12
179010	2.27403106246405E-12
225360	1.20910399207336E-12
283710	6.42100447002319E-13
357170	3.40649951382075E-13
449650	1.80592800468535E-13
566080	9.56702625699441E-14
712640	5.06580879137014E-14
897160	2.68130724697684E-14

